as_of_year,agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,preapproval,action_taken,action_taken_summary,msamd,state_code,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,purchaser_type,denial_reason_1,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7/9/05,9,1,2,1,1,68,3,3,0,46140,40,131,506.04,3,3,6,6,3,3,74,0,4,2,1,3681,22.6,63500,116.66,1182,1488
7/9/05,7,1,1,1,2,564,2,1,1,40140,6,65,9409,2,2,5,5,1,2,547,6,0,2,1,1888,15.1,63200,95.34,841,1527
7/9/05,7,1,1,1,1,281,2,4,,26420,48,157,6714,2,5,5,8,1,5,95,0,0,2,1,8881,81.36,72500,102.11,1155,1676
7/9/05,7,2,1,1,1,186,3,6,1,47300,6,107,20.02,4,4,7,7,4,4,,2,0,2,4,4917,52.1,47300,111.13,931,1600
7/9/05,5,1,1,1,1,100,1,1,1,33460,27,37,605.09,2,5,5,8,2,5,22,1,0,2,1,5241,26.12,89800,111.74,1724,1960
7/9/05,3,1,1,3,1,290,3,4,,13740,30,111,18.01,2,2,5,5,1,2,91,0,0,2,1,5942,13.31,67400,187.24,1940,2027
7/9/05,9,1,1,1,1,144,3,1,1,16974,17,31,7204,2,5,5,8,2,5,47,1,0,2,1,1934,10.5,77500,142.96,659,732
7/9/05,7,1,1,3,1,122,3,6,1,34980,47,37,156.17,4,4,7,7,4,4,,1,0,2,4,2398,39.66,67500,110.76,872,954
7/9/05,9,1,1,1,1,121,2,3,0,,39,149,9722,2,2,5,5,1,2,,0,6,2,1,5482,7.61,57600,120,1604,2249
7/9/05,9,1,1,3,1,141,3,1,1,15940,39,151,7122.01,2,5,5,8,2,5,82,1,0,2,1,6474,14.26,60800,118.61,1871,2214
7/9/05,7,2,1,3,1,225,3,6,1,11260,2,170,10.01,4,4,7,7,4,4,,2,0,2,4,3545,16.73,89400,96.51,889,1298
7/9/05,3,1,1,1,1,175,2,2,0,45300,12,57,71.03,2,5,5,8,2,5,72,0,0,2,1,4053,33.85,59800,93.79,912,1628
7/9/05,7,4,1,1,1,111,3,1,1,,18,65,9759,2,5,5,8,1,5,50,2,0,2,1,4580,1.38,57300,97.15,1249,1804
7/9/05,1,1,1,3,1,399,3,1,1,40140,6,65,406.07,1,1,5,5,2,1,87,3,0,2,1,8805,74.66,63200,148.59,1516,2261
7/9/05,7,1,1,1,1,134,3,1,1,16974,17,197,8810.09,2,5,5,8,2,5,225,7,0,2,1,7078,14,77500,141.17,2140,2367
7/9/05,5,1,1,1,1,683,3,1,1,47894,11,1,92.01,3,5,6,8,1,5,153,0,0,2,1,2261,65.68,107600,48.58,281,487
7/9/05,7,4,1,1,1,156,3,6,1,12060,13,13,1803.01,4,4,7,7,4,4,,2,0,2,4,2167,10.38,69200,97.33,583,811
7/9/05,7,2,1,1,1,205,3,6,1,43620,46,83,101.06,4,4,7,7,4,4,,2,0,2,4,1264,6.65,76800,148.73,381,388
7/9/05,9,1,1,1,1,340,3,1,1,30460,21,67,5,3,3,6,6,3,3,147,7,0,2,1,3323,3.64,66600,99.05,1106,1581
7/9/05,7,3,1,3,1,121,3,3,0,,21,43,9607,2,2,5,5,2,1,68,0,7,2,1,4227,1.23,47800,105.55,1376,1908
7/9/05,9,1,1,3,1,1000,3,1,1,14860,9,1,112,2,2,5,2,1,2,594,0,0,2,1,1624,15.46,108300,236.68,508,645
7/9/05,7,1,1,3,1,255,3,1,1,16820,51,3,112.02,2,2,5,5,1,2,82,0,0,2,1,3361,24.25,74100,158.14,1106,1400
7/9/05,7,1,1,1,1,8,3,1,1,40900,6,67,42.02,1,1,5,5,1,2,49,0,0,2,2,5485,89.7,75200,58.1,671,1424
7/9/05,7,1,2,1,1,45,3,5,,19124,48,257,507.04,1,5,6,8,1,5,35,0,0,2,1,5740,31.62,73400,96.62,1603,1972
7/9/05,7,1,1,3,2,105,3,1,1,29820,32,3,58.05,2,5,5,8,1,5,70,9,0,2,1,2971,22.05,61900,164.94,945,1249
7/9/05,3,1,1,1,1,135,2,1,1,38300,42,129,8035.02,2,5,5,8,2,5,44,6,0,2,1,4110,1.82,72200,104.13,1524,1694
7/9/05,9,1,1,1,2,72,2,1,1,33460,27,123,407.04,2,5,3,8,1,5,95,3,0,2,1,5513,23,89800,109.17,1389,1423
7/9/05,7,1,1,1,1,100,1,4,,41180,29,219,8202.02,2,5,5,8,1,5,52,0,0,2,1,7383,1.83,74300,95.1,2319,3349
7/9/05,9,1,1,1,1,115,2,1,1,41980,72,61,404.11,1,5,5,8,2,5,110,0,0,2,1,4912,98.11,25900,299.15,1216,1174
7/9/05,5,1,1,1,1,297,2,3,0,47894,51,61,9304.01,2,5,2,8,1,5,80,0,1,2,1,5546,13.4,107600,113.85,1618,1794
7/9/05,9,4,1,1,1,167,2,1,1,41980,72,41,2403,1,5,5,8,1,5,73,2,0,2,1,2158,99.4,25900,106.4,534,830
7/9/05,9,1,1,3,1,60,3,1,1,45300,12,57,128,2,5,5,8,1,5,55,1,0,2,1,3714,38.13,59800,83.56,1047,1390
7/9/05,7,1,1,1,1,320,2,1,1,38060,4,13,1032.15,1,5,5,8,1,5,82,0,0,2,1,2788,11.76,66200,163.15,801,1003
7/9/05,7,3,1,3,1,177,3,3,0,47260,51,700,316.01,3,5,6,8,1,5,30,0,1,2,1,7289,57.14,73000,91.5,1310,2030
7/9/05,7,1,1,3,2,241,3,1,1,,8,107,2,2,2,5,5,1,2,60,3,0,2,1,1974,15.86,63800,115.43,522,854
7/9/05,3,1,1,1,1,848,3,1,1,38060,4,13,6130,2,2,5,5,1,2,356,0,0,2,1,3865,14.41,66200,155.88,1307,1663
7/9/05,7,1,1,3,1,151,3,4,,12540,6,29,38.04,2,1,5,4,2,1,119,0,0,2,1,14744,35.36,53000,174.34,3518,4523
7/9/05,7,2,1,1,1,284,3,4,,38060,4,13,4202.16,2,5,5,8,2,5,56,0,0,2,1,4161,23.29,66200,88.81,1037,1656
7/9/05,2,1,1,3,1,220,3,1,1,19380,39,113,401.01,2,2,5,5,1,2,131,6,0,2,1,1783,4.99,63600,162.86,702,806
7/9/05,9,3,1,1,1,607,3,1,1,41740,6,73,134.12,2,2,5,2,1,2,139,2,0,2,1,5048,70.42,79300,117.76,1178,1576
7/9/05,5,1,1,1,1,171,1,1,1,,26,5,303,2,5,5,8,1,5,57,1,0,2,1,7485,8.1,55800,139.77,2408,2758
7/9/05,9,1,1,3,1,260,3,2,0,41980,72,61,406.02,1,1,5,5,1,2,129,0,0,2,1,10001,96.69,25900,266.26,2629,2769
7/9/05,7,4,1,1,1,173,3,6,1,28940,47,9,104,4,4,7,7,4,4,,2,0,2,4,2815,5.58,61600,100.44,950,1424
7/9/05,9,1,2,3,1,51,3,1,1,12260,13,245,109.05,2,5,5,8,1,5,38,1,0,2,1,5119,20.32,62000,88.72,1449,1877
7/9/05,7,3,1,3,1,169,3,4,,42700,12,55,9615,3,5,5,8,1,5,65,0,0,2,1,4256,23.71,42200,105.24,1601,2963
7/9/05,7,1,1,1,1,183,2,1,1,28140,29,107,901,2,5,5,8,1,5,46,9,0,2,1,5268,7.67,74600,76.11,1793,2351
7/9/05,7,2,1,1,1,286,2,1,1,35614,36,71,144,3,3,6,6,3,3,143,2,0,2,1,4315,20.65,73700,127.8,1246,1498
7/9/05,9,3,1,1,1,157,1,1,1,19660,12,127,824.15,2,2,5,5,1,2,37,2,0,2,1,3013,34.95,54800,71.86,875,1423
7/9/05,7,1,2,1,2,161,3,3,0,,37,175,9601,3,5,6,8,3,5,1,0,0,2,1,4988,16.22,48700,92.08,1319,2161
7/9/05,7,1,1,3,1,185,3,2,0,23104,48,439,1113.1,2,5,1,8,1,5,48,0,0,2,1,8722,64.23,70900,131.52,2035,2560
7/9/05,9,1,1,3,2,350,3,6,1,41740,6,73,5,4,4,7,7,4,4,,1,0,2,4,2873,30.04,79300,111.4,484,1110
7/9/05,3,1,1,1,2,49,3,1,1,47260,51,550,216.02,4,5,7,8,4,5,,0,0,2,1,6754,64.73,73000,79.17,1378,1928
7/9/05,3,1,1,1,2,90,3,1,1,19780,19,153,102.05,4,5,7,8,4,5,,0,0,2,1,7031,12.96,82200,93.41,1652,2208
7/9/05,3,1,1,1,1,420,3,1,1,31180,48,305,9504,2,2,5,5,1,2,137,1,0,2,1,1903,40.73,58300,78.24,559,856
7/9/05,9,1,1,1,1,358,2,1,1,42340,13,51,112,2,5,5,8,2,5,120,0,0,2,1,1757,17.25,64900,124.28,299,864
7/9/05,7,1,1,1,1,228,3,6,1,29820,32,3,36.29,4,4,7,7,4,4,,3,0,2,4,6271,61.25,61900,118.28,1118,1969
7/9/05,2,2,1,1,1,79,3,1,1,12060,13,89,234.18,2,5,3,8,2,5,26,9,0,2,1,19323,96.88,69200,74.28,4120,5338
7/9/05,7,2,1,1,1,387,3,1,1,40900,6,67,77.01,2,2,5,5,2,1,111,9,0,2,1,6388,33.08,75200,76.48,997,1834
7/9/05,7,1,2,1,1,89,3,3,0,,48,397,,3,5,3,8,1,5,29,0,0,2,1,,,,,,
7/9/05,7,2,1,1,1,157,2,1,1,29404,55,59,1,2,2,5,5,1,2,88,6,0,2,1,5523,16.28,91600,68.91,1108,1418
7/9/05,7,1,1,1,1,157,3,1,1,38060,4,21,2.12,1,5,5,8,1,5,65,6,0,2,1,6088,38.11,66200,80.35,1046,2118
7/9/05,7,2,1,3,1,81,3,1,1,47300,6,107,11,2,2,5,5,1,2,,2,0,2,1,7181,86,47300,52.46,468,1756
7/9/05,7,1,1,3,2,110,3,4,,47220,34,11,407,2,5,3,8,1,5,101,0,0,2,1,8310,30.91,54200,127.38,1967,2496
7/9/05,7,2,1,3,1,78,3,3,0,46220,1,125,102.02,2,5,3,8,1,5,38,0,5,2,1,10013,22.03,58800,143.53,2627,3351
7/9/05,7,3,1,1,1,244,2,1,1,29820,32,3,36.28,2,2,3,3,1,2,143,7,0,2,1,8931,71.97,61900,96.83,1514,2788
7/9/05,3,2,1,1,1,88,3,6,1,23104,48,439,1112.03,4,4,7,7,4,4,,0,0,2,4,6180,33.01,70900,103.21,1474,1928
7/9/05,7,1,1,1,1,304,2,1,1,40900,6,61,231,2,5,5,8,1,5,84,6,0,2,1,7932,28.08,75200,185.49,1864,2415
7/9/05,7,2,2,1,1,59,3,6,1,,29,55,4504,4,4,7,7,4,4,45,2,0,2,4,5081,4.17,50800,93.18,1453,2395
7/9/05,7,2,1,1,1,245,2,1,1,47664,26,125,1546,2,5,3,8,1,5,149,2,0,2,1,2882,25.64,79600,158.86,884,1011
7/9/05,9,1,1,3,1,96,3,6,1,38060,4,13,4213.02,4,4,7,7,4,4,,1,0,2,4,5544,63.69,66200,48.94,617,1545
7/9/05,7,1,1,1,1,108,3,3,0,36420,40,27,2019.03,2,5,5,8,1,5,45,0,0,2,1,3001,51.48,66600,95.5,833,1044
7/9/05,7,1,1,1,2,106,3,1,1,15980,12,71,17.07,2,2,5,5,1,2,84,1,0,2,1,5383,11.7,57900,98.5,1935,2725
7/9/05,3,1,1,1,1,160,3,2,0,,22,85,7,2,5,5,8,1,5,110,0,0,2,1,3151,6.51,47200,163.9,1130,3285
7/9/05,1,2,1,1,1,261,3,3,0,49180,37,57,603.04,2,5,5,8,2,5,50,0,3,2,1,3525,2.44,56800,135.81,1094,1430
7/9/05,9,1,1,1,1,258,3,6,1,16974,17,93,8904,2,2,5,5,1,2,106,1,0,2,4,27626,26.05,77500,130.36,7369,8696
7/9/05,3,1,1,1,2,424,3,4,,10540,41,43,303,2,2,5,5,2,1,158,0,0,2,1,2077,10.21,55100,124.08,639,971
7/9/05,5,1,1,3,1,57,3,4,,24340,26,15,113,2,5,5,8,1,5,44,0,0,2,1,7855,4.25,67000,74.81,2255,3049
7/9/05,7,2,1,1,1,113,2,1,1,47664,26,99,2580,2,5,3,8,2,5,45,2,0,2,1,3072,49.02,79600,87.06,873,1045
7/9/05,7,4,1,1,1,96,3,6,1,41180,29,71,8011.02,4,5,7,8,4,5,,2,0,2,4,3809,1.34,74300,83.07,1060,1545
7/9/05,9,1,1,3,2,64,3,1,1,45940,34,21,22,2,2,5,5,1,2,146,0,0,2,1,5613,94.01,95400,50.34,806,2015
7/9/05,9,1,1,1,1,139,3,1,1,18140,39,49,74.24,3,3,6,6,2,1,45,3,0,2,1,5724,29.44,73900,84.18,1413,1841
7/9/05,7,1,1,1,1,68,2,1,1,41180,29,183,3112.03,2,5,5,8,1,5,38,1,0,2,1,5988,9.6,74300,126.13,2029,2346
7/9/05,7,1,1,1,1,324,1,4,,,26,,,2,2,5,5,2,1,145,0,0,2,1,,,,,,
7/9/05,7,2,1,3,1,107,3,4,,,55,19,9508,2,5,3,8,2,5,21,0,0,2,1,3174,5.36,62600,91.48,1112,2161
7/9/05,7,2,1,1,1,85,3,1,1,18140,39,97,411,2,5,5,8,1,5,43,7,0,2,1,4646,4.2,73900,101.74,1206,1806
7/9/05,5,1,1,1,1,800,1,8,0,,,,,2,5,2,8,1,5,175,0,0,2,1,,,,,,
7/9/05,7,1,1,3,2,235,3,1,1,38060,4,13,6137,2,5,5,8,1,5,157,3,0,2,1,5543,19.57,66200,163.64,1395,1814
7/9/05,9,1,1,3,2,980,3,3,0,42220,6,97,1509.02,2,5,5,8,1,5,240,0,1,2,1,3346,16.62,83900,121.45,968,1407
7/9/05,7,2,1,1,1,147,3,1,1,29460,12,105,140.01,2,5,5,8,1,5,73,2,0,2,1,4658,19.15,52500,127.77,1490,2125
7/9/05,1,1,1,3,1,151,3,1,1,12580,24,27,6026,2,5,5,8,2,5,75,0,0,2,1,6830,64.54,91100,94.88,741,1181
7/9/05,3,1,1,1,1,34,3,1,1,47940,19,13,17.02,2,5,5,8,1,5,26,1,0,2,1,2451,39.98,69900,78.76,698,1013
7/9/05,7,2,1,1,1,93,3,1,1,,29,55,4501.02,2,2,5,5,1,2,45,7,0,2,1,5749,4.51,50800,98.63,1520,2591
7/9/05,5,1,1,1,1,228,1,1,1,27260,12,109,214.06,2,5,5,8,1,5,101,0,0,2,1,5026,12.1,64300,124.81,1528,1934
7/9/05,9,1,1,1,2,76,3,6,1,45940,34,21,4,4,5,7,8,4,5,,0,0,2,4,5033,89.73,95400,36.68,315,1756
7/9/05,2,1,1,1,1,414,2,1,1,47894,24,33,8062,2,5,3,8,2,5,147,1,0,2,1,3781,56.92,107600,85.22,831,931
7/9/05,7,3,1,3,1,93,3,3,0,45780,39,173,203,2,5,5,8,1,5,31,0,4,2,1,4677,8.12,61500,119.13,1466,1673
7/9/05,7,1,1,3,1,155,3,1,1,40900,6,67,89.08,2,5,2,8,2,5,69,6,0,2,1,5019,37.78,75200,68.37,1112,1817
7/9/05,9,3,1,1,1,298,2,4,,17820,8,41,45.02,2,5,5,8,1,5,136,0,0,2,1,5189,35.71,73500,98.8,1448,1637
7/9/05,5,1,1,3,1,654,3,3,0,41940,6,85,5044.14,3,3,3,3,1,2,177,0,1,2,1,5980,91.22,111200,122.41,1333,1584
7/9/05,7,1,1,1,1,120,3,1,1,35300,9,9,1760,2,5,5,8,1,5,142,7,0,2,1,6894,8.75,84100,144.85,2271,2276
7/9/05,3,1,1,3,1,137,3,1,1,38860,23,31,251,2,5,5,8,1,5,68,3,0,2,1,3671,1.31,77800,97.58,1101,1334
7/9/05,7,1,1,1,2,232,3,1,1,39340,49,49,101.11,2,5,5,8,1,5,30,7,0,2,1,8367,16.43,69200,107.18,1800,2091
7/9/05,7,2,1,3,1,190,3,1,1,33874,42,91,2101,2,5,5,8,1,5,71,7,0,2,1,3990,22.73,102600,95.92,1093,1397
7/9/05,9,1,1,1,1,133,3,1,1,36980,21,59,12,2,5,5,8,1,5,37,3,0,2,1,3494,15.4,54100,102.31,1006,1368
7/9/05,2,2,1,1,1,232,2,1,1,12060,13,13,1802.05,1,5,5,8,1,5,44,0,0,2,1,4389,34.18,69200,62.72,647,1309
7/9/05,7,2,1,3,1,513,3,3,0,15764,25,17,3216,2,5,5,8,1,5,95,0,0,2,1,7811,29.28,104800,97.6,1957,2061
7/9/05,7,1,1,3,1,313,3,1,1,31084,6,37,5359.01,1,5,5,8,1,5,94,3,0,2,1,5653,99.03,64300,88.21,779,1251
7/9/05,7,1,2,1,1,57,3,3,0,39580,37,183,528.08,2,3,5,5,1,2,48,0,0,2,1,9324,45.62,80200,77.61,2115,3191
7/9/05,9,1,1,1,1,240,3,4,,25940,45,13,5.01,2,2,5,5,1,2,118,0,0,2,1,6195,54.14,67600,79.29,1337,2380
7/9/05,1,1,1,3,1,397,3,1,1,11244,6,59,114.01,2,5,2,8,2,5,79,3,0,2,1,2017,31.18,88000,111.4,446,613
7/9/05,7,1,1,3,1,280,3,3,0,44700,6,77,42.02,2,2,5,5,1,2,87,0,0,2,1,1603,20.46,61100,155.87,570,663
7/9/05,2,1,1,1,1,178,1,7,0,,,,,2,2,5,5,1,2,110,0,3,2,1,,,,,,
7/9/05,7,1,1,3,1,302,3,4,,17780,48,41,1.02,2,2,5,4,1,2,140,0,0,2,1,5853,15.22,60400,155.83,1903,2286
7/9/05,7,2,1,3,1,153,3,3,0,23060,18,3,107.06,2,5,5,8,1,5,96,0,3,2,1,4712,24.19,63700,101.6,1544,1785
7/9/05,3,1,1,1,2,288,3,6,1,40900,6,67,67.02,4,4,7,7,4,4,,1,0,2,4,6899,84.81,75200,44.23,885,1970
7/9/05,9,2,1,1,1,177,3,6,1,15804,34,7,6083.04,4,4,7,7,4,4,,2,0,2,4,6393,19.91,91500,88.17,1955,2288
7/9/05,7,2,1,1,1,216,3,1,1,,45,73,310,3,5,6,8,3,5,56,6,0,2,1,4833,11.94,45900,97.76,1376,2480
7/9/05,7,1,1,1,2,125,3,1,1,38900,41,51,82.02,2,2,2,2,1,2,74,0,0,2,1,9107,45.6,74700,66.69,849,1971
7/9/05,9,1,1,1,1,434,3,6,1,47894,11,1,76.03,2,2,5,5,1,2,87,3,0,2,4,3950,93.85,107600,52.66,812,1148
7/9/05,9,2,1,1,1,344,3,3,0,37964,42,101,31,1,5,1,8,2,5,80,0,5,2,1,4193,91.8,57400,59.69,845,2300
7/9/05,7,2,1,3,1,169,3,2,0,,50,27,9654,2,2,5,5,1,2,94,0,0,2,1,3836,3.28,64700,119.57,1435,2542
7/9/05,7,1,1,3,1,117,3,5,,,6,9,4,2,5,5,8,2,5,,0,0,2,1,3545,13.23,59900,83.87,1293,2407
7/9/05,7,1,1,1,1,244,2,4,,29820,32,3,36.25,2,1,5,5,2,1,101,0,0,2,1,8382,58.24,61900,99.19,1263,2127
7/9/05,7,1,1,1,1,240,3,3,0,27260,12,19,302.01,2,2,2,5,1,2,87,0,3,2,1,14996,39.1,64300,102.92,3787,4500
7/9/05,9,1,1,1,2,239,3,6,1,26420,48,157,6735,2,2,2,2,1,2,275,3,0,2,4,7715,30.15,72500,199.85,2510,2755
7/9/05,9,2,1,1,1,191,3,6,1,45300,12,57,137.02,4,4,7,7,4,4,,2,0,2,4,8672,63,59800,108.7,2117,3084
7/9/05,7,1,1,1,1,208,3,6,1,16974,17,31,8230.02,4,5,7,8,4,5,,1,0,2,4,5837,19.77,77500,85.3,1355,1448
7/9/05,1,2,1,1,1,180,3,1,1,12060,13,77,1706.02,3,3,6,6,3,3,65,6,0,2,1,8733,19.9,69200,142.56,2628,3143
7/9/05,3,3,1,1,1,424,3,1,1,36420,40,17,3008.01,2,2,5,5,1,2,188,6,0,2,1,10106,24.15,66600,148.63,2981,3280
7/9/05,7,1,1,1,1,338,3,6,1,47894,51,59,4917.01,4,4,7,7,4,4,,3,0,2,4,3720,42.34,107600,111.3,962,932
7/9/05,9,1,1,1,1,170,1,8,0,,,,,2,5,5,8,1,5,81,0,0,2,1,,,,,,
7/9/05,9,2,1,1,1,260,3,6,1,16974,17,31,7003.02,4,4,7,7,4,4,,2,0,2,4,5314,64.55,77500,90.64,1506,1748
7/9/05,3,3,1,3,1,139,3,5,,34980,47,111,9702,2,2,5,5,1,2,34,0,0,2,1,5709,9.06,67500,83.81,1677,2322
7/9/05,7,1,1,3,1,420,3,1,1,33124,12,86,84.09,2,5,5,8,1,5,170,7,0,2,1,5660,68.48,51800,157.61,1563,1714
7/9/05,7,3,1,1,1,638,3,4,,14260,16,1,102.01,2,5,5,8,1,5,275,0,0,2,1,10054,9.18,64000,127.51,2979,3689
7/9/05,7,1,1,1,1,550,3,1,1,31084,6,37,1082.01,2,5,5,8,1,5,121,3,0,2,1,5846,62.37,64300,166.05,1378,1972
7/9/05,7,1,1,3,1,87,3,1,1,45300,12,101,317.05,2,5,5,8,1,5,70,3,0,2,1,4062,13.1,59800,105.08,1412,1738
7/9/05,7,1,1,1,1,240,3,5,,43524,24,21,7507.01,3,3,6,6,3,3,260,0,0,2,1,5192,43.37,114200,84.79,1563,1827
7/9/05,7,2,1,1,1,194,3,1,1,33460,27,3,513.05,1,5,5,8,1,5,36,6,0,2,1,2943,44.65,89800,51.46,894,1216
7/9/05,9,1,1,3,1,252,3,1,1,19740,8,31,83.88,3,5,6,8,3,5,58,8,0,2,1,7545,72.41,83900,70.08,1340,1611
7/9/05,7,1,2,1,1,85,3,5,,42340,13,51,108.08,2,5,5,8,1,5,38,0,0,2,1,10721,59.43,64900,84.06,2040,3429
7/9/05,3,1,1,1,1,135,3,1,1,48140,55,73,12.01,2,1,5,5,1,2,37,0,0,2,1,8740,4.12,72600,131.1,2607,2966
7/9/05,7,1,1,1,1,333,2,1,1,22660,8,69,17.06,2,5,5,8,2,5,60,1,0,2,1,6519,16.34,76800,99.82,1573,2325
7/9/05,9,1,1,3,1,365,3,1,1,40140,6,71,18.04,2,2,5,5,2,1,145,3,0,2,1,5184,81.64,63200,113.62,1054,1274
7/9/05,7,1,1,1,2,78,2,1,1,30780,5,119,41.03,2,5,2,8,2,5,147,1,0,2,1,3841,86.85,62100,43.37,634,1188
7/9/05,3,1,1,1,1,186,3,1,1,28420,53,21,205.01,2,2,5,5,1,2,36,1,0,2,1,4964,29.29,65100,136.47,1538,1733
7/9/05,7,3,1,3,1,258,3,3,0,40900,6,67,44.01,1,2,5,5,1,2,60,0,0,2,1,3911,83.07,75200,56.4,568,1353
7/9/05,7,1,1,1,1,287,3,4,,31700,33,11,142.01,2,2,5,5,2,1,110,0,0,2,1,6072,9.57,87200,133.92,1940,2068
7/9/05,7,1,1,3,1,169,3,6,1,38060,4,13,4225.09,1,5,5,8,1,5,36,1,0,2,4,5306,29.87,66200,139.75,1397,1865
7/9/05,9,3,1,1,1,171,3,1,1,24660,37,81,128.03,3,5,6,8,3,5,80,2,0,2,1,7744,72.11,56000,106.49,2102,2879
7/9/05,9,1,1,1,1,948,3,1,1,35380,22,71,116,2,2,5,5,1,2,255,0,0,2,1,1504,11.7,63300,333.57,432,685
7/9/05,5,1,1,1,2,168,3,1,1,17860,29,19,11.03,2,5,5,8,1,5,304,1,0,2,1,6989,10.12,75200,142.54,1794,2644
7/9/05,3,1,1,3,1,284,3,4,,42644,53,33,74.01,2,5,5,8,1,5,100,0,0,2,1,5019,27.26,96000,115.6,818,268
7/9/05,7,1,1,3,1,200,3,4,,40900,6,67,94.07,2,5,5,8,2,5,35,0,0,2,1,10148,54.59,75200,117.17,2384,3050
7/9/05,7,1,1,3,2,136,3,3,0,33124,12,86,62.06,1,5,5,8,1,5,155,0,0,2,1,2909,67.41,51800,141.71,591,589
7/9/05,1,1,3,1,2,1050,3,1,1,38860,23,5,3,4,5,7,8,4,5,,0,0,2,1,2589,16.69,77800,62.75,166,277
7/9/05,9,1,1,1,1,15,3,4,,29460,12,105,140.01,2,5,5,8,2,5,28,0,0,2,2,4658,19.15,52500,127.77,1490,2125
7/9/05,9,1,1,1,1,127,3,6,1,27260,12,31,102.02,4,4,7,7,4,4,,0,0,2,4,3337,13.52,64300,97.87,982,1311
7/9/05,7,1,1,3,1,214,3,1,1,23104,48,439,1136.31,2,2,5,5,2,1,101,3,0,2,1,7694,54.03,70900,90.07,811,1361
7/9/05,7,2,1,3,1,224,3,1,1,36540,19,155,215.01,2,2,5,5,1,2,138,7,0,2,1,2379,1.81,75000,100.78,759,925
7/9/05,9,2,1,1,1,166,1,5,,33460,27,53,268.14,1,5,5,8,2,5,56,0,0,2,1,6823,54.36,89800,91.16,1749,2149
7/9/05,7,1,2,3,1,100,3,4,,36740,12,95,166.01,2,5,5,8,1,5,52,0,0,2,1,10876,36.47,58400,118.22,3087,4022
7/9/05,7,1,2,1,1,63,3,3,0,,22,,,2,2,3,3,2,1,42,0,0,2,1,,,,,,
7/9/05,9,1,1,1,1,115,3,1,1,26420,48,201,4328.01,3,5,6,8,3,5,55,3,0,2,1,5168,95.94,72500,38.36,474,472
7/9/05,7,1,1,1,1,209,2,4,,22420,26,49,132.04,2,2,5,5,1,2,67,0,0,2,1,5899,8.05,53700,115.75,1544,2067
7/9/05,7,3,1,3,1,555,3,1,1,42644,53,33,328,2,1,5,5,1,2,153,2,0,2,1,2352,5.23,96000,105.61,868,1673
7/9/05,7,1,1,3,1,245,3,4,,48424,12,99,8.02,3,5,6,8,3,5,48,0,0,2,1,2903,26.7,67900,68.83,397,789
7/9/05,9,1,1,3,2,101,3,1,1,45300,12,57,117.12,2,5,5,8,2,5,30,3,0,2,1,5444,37.2,59800,134.93,1160,1640
7/9/05,3,1,1,3,1,97,3,1,1,31140,21,111,77,2,2,5,5,1,2,103,1,0,2,1,3403,17.43,65600,128.93,962,1105
7/9/05,7,1,1,1,1,120,3,6,1,47664,26,125,1573,2,5,5,8,2,5,274,0,0,2,4,2979,27.9,79600,119.45,1059,1228
7/9/05,7,1,1,1,1,398,3,2,0,40140,6,71,26.01,1,5,5,8,2,5,102,0,0,2,1,10741,85.75,63200,111.69,1713,2548
7/9/05,7,3,1,1,1,370,2,1,1,15764,25,9,2518,1,5,5,8,2,5,60,9,0,2,1,7593,59.19,104800,71.62,1848,2392
7/9/05,5,1,1,3,1,417,3,1,1,31084,6,37,6504.01,2,5,3,8,1,5,134,0,0,2,1,4616,53.49,64300,196.51,1006,1455
7/9/05,9,1,1,1,2,105,3,6,1,26420,48,201,3415.01,2,2,5,5,1,2,250,3,0,2,4,6788,19.99,72500,209.37,1575,1921
7/9/05,7,2,1,1,1,221,2,1,1,40060,51,41,1008.2,2,2,5,5,1,2,129,2,0,2,1,2992,74.26,78700,100.94,763,965
7/9/05,7,1,1,1,1,225,3,1,1,27140,28,89,304,2,2,5,5,1,2,316,6,0,2,1,14840,30.92,61400,166.42,4468,5134
7/9/05,7,1,1,1,1,143,3,3,0,40900,6,67,76.01,2,5,5,8,2,5,31,0,0,2,1,6767,30.74,75200,119.23,1281,2026
7/9/05,7,2,1,3,1,84,3,6,1,38220,5,69,20,2,5,3,8,2,5,36,2,0,2,4,5740,48.92,47700,170.32,1894,2294
7/9/05,9,1,1,3,2,350,3,6,1,42034,6,41,1032,3,5,6,8,2,5,139,3,0,2,4,6587,33.92,131500,95.01,1695,1919
7/9/05,9,1,1,1,1,224,3,6,1,19124,48,85,304.08,1,5,5,8,2,5,81,3,0,2,4,7137,53.17,73400,104.79,1167,1655
7/9/05,9,1,1,1,1,276,3,6,1,,54,33,321.01,4,4,7,7,4,4,,3,0,2,4,4127,2.88,49300,164.18,1170,1527
7/9/05,7,1,1,3,1,90,3,1,1,,5,63,4908,2,5,5,8,1,5,47,1,0,2,1,4759,1.74,46500,88.09,1424,2234
7/9/05,3,2,1,1,1,97,3,3,0,15804,34,7,6083.02,2,5,5,8,1,5,43,0,4,2,1,4616,26.43,91500,63.21,944,1435
