as_of_year,agency_code,loan_type,property_type,loan_purpose,owner_occupancy,loan_amount_000s,preapproval,action_taken,action_taken_summary,msamd,state_code,county_code,census_tract_number,applicant_ethnicity,co_applicant_ethnicity,applicant_race_1,co_applicant_race_1,applicant_sex,co_applicant_sex,applicant_income_000s,purchaser_type,denial_reason_1,hoepa_status,lien_status,population,minority_population,hud_median_family_income,tract_to_msamd_income,number_of_owner_occupied_units,number_of_1_to_4_family_units
7/9/05,7,3,1,3,1,60,3,4,,47020,48,469,7,2,5,5,8,1,5,41,0,0,2,1,3530,59.26,63800,77.11,924,1306
7/9/05,9,1,1,3,1,190,3,3,0,17020,6,7,18,2,2,5,5,1,2,70,0,1,2,1,5621,14.04,62600,98.03,1799,2486
7/9/05,7,2,1,1,1,276,2,1,1,32900,6,47,10.02,2,2,5,5,1,2,64,2,0,2,1,14791,60.79,48500,144.9,2192,4232
7/9/05,3,1,1,3,1,300,3,2,0,19124,48,85,305.28,2,2,5,5,1,2,175,0,0,2,1,7732,25.61,73400,200.68,1942,2200
7/9/05,5,1,1,1,1,280,1,1,1,33340,55,133,2038.02,2,5,5,8,1,5,87,0,0,2,1,6339,4.75,72400,139.31,2242,2296
7/9/05,9,2,1,1,1,171,3,6,1,12580,24,5,4913,4,4,7,7,4,4,,2,0,2,4,3457,61.7,91100,85.33,669,779
7/9/05,7,1,1,1,1,192,3,1,1,28660,48,27,234.04,2,2,5,5,1,2,119,3,0,2,1,3269,24.14,59200,130.1,1080,1478
7/9/05,7,1,1,3,1,49,3,1,1,,1,5,9507,2,2,5,5,1,2,52,1,0,2,1,1896,61.5,45700,73.89,289,689
7/9/05,7,3,1,3,1,152,3,4,,48424,12,99,59.16,2,5,5,8,1,5,24,0,0,2,1,7418,62.69,67900,132.86,1715,2186
7/9/05,5,1,1,3,1,75,3,1,1,49340,25,27,7461,2,2,5,5,1,2,141,0,0,2,2,5938,6.4,84000,148.85,1768,2050
7/9/05,7,2,1,3,1,208,3,6,1,19740,8,5,77.04,4,4,7,7,4,4,,2,0,2,4,4670,76.66,83900,46.91,676,1015
7/9/05,7,1,1,1,1,152,1,1,1,32580,48,215,208.02,1,5,5,8,2,5,74,0,0,2,1,8039,85.13,40300,122.26,1186,1903
7/9/05,7,3,1,3,1,70,3,4,,16974,17,63,6,3,3,6,6,1,2,77,0,0,2,1,3009,13.23,77500,95.04,760,1216
7/9/05,9,1,1,3,1,169,3,1,1,23420,6,19,38.03,1,5,5,8,1,5,40,3,0,2,1,9357,75.58,50000,133.01,1928,2535
7/9/05,3,1,1,3,1,131,3,1,1,30700,31,109,38.02,2,5,5,8,1,5,40,9,0,2,1,3114,7.48,72000,121.65,988,1223
7/9/05,7,1,1,1,1,466,3,1,1,35614,36,119,109.03,2,5,5,8,1,5,109,1,0,2,1,4679,79.27,73700,120.4,997,1432
7/9/05,7,2,1,1,1,177,3,4,,18580,48,355,36.01,2,2,5,5,2,1,69,0,0,2,1,6552,61.26,63100,119.18,1181,1956
7/9/05,9,1,1,3,1,182,3,1,1,31084,6,37,5702.02,1,5,5,8,1,5,68,1,0,2,1,6168,90.71,64300,83.37,909,1446
7/9/05,7,1,1,1,1,146,3,1,1,41620,49,45,1306,2,2,5,5,1,2,29,3,0,2,1,2085,61.34,75400,48.19,144,883
7/9/05,9,1,1,1,1,233,3,1,1,16700,45,19,15,2,2,5,5,2,1,85,7,0,2,1,1457,68.84,68800,75.2,350,688
7/9/05,7,2,1,3,1,233,3,3,0,49340,25,27,7181,2,5,5,8,2,5,32,0,1,2,1,4432,7.69,84000,145.43,1435,1683
7/9/05,7,1,1,3,1,208,3,6,1,40140,6,71,24.01,4,5,7,8,4,5,,0,0,2,4,9247,93.14,63200,85.07,1242,1764
7/9/05,5,1,1,3,1,166,3,1,1,29460,12,105,148.02,2,2,5,5,1,2,98,1,0,2,1,3107,56.9,52500,88.85,824,1146
7/9/05,1,1,1,3,1,195,3,3,0,45460,18,167,104,2,2,5,5,1,2,67,0,3,2,1,3775,2.99,53400,124.23,1241,1614
7/9/05,7,1,1,1,1,261,3,6,1,21660,41,39,19.04,4,4,7,7,4,4,,1,0,2,4,4854,34.24,59000,68.18,1146,1992
7/9/05,7,1,1,3,1,408,3,4,,12060,13,121,101.23,2,2,5,5,1,2,240,0,0,2,1,5898,62.12,69200,91.27,989,733
7/9/05,7,1,1,1,1,214,3,1,1,27500,55,105,13.04,2,2,5,5,1,2,82,7,0,2,1,8290,9.73,63200,119.04,2188,2619
7/9/05,9,1,1,3,2,141,3,1,1,45300,12,103,201.07,2,5,3,8,1,5,120,1,0,2,1,1541,5,59800,184.16,697,271
7/9/05,9,4,1,1,1,202,3,6,1,,6,9,2.1,4,4,7,7,4,4,,2,0,2,4,9706,20.05,59900,139.86,3090,3906
7/9/05,7,2,1,1,1,136,2,1,1,45460,18,167,103,2,2,5,5,2,1,93,2,0,2,1,3479,4.71,53400,123.26,993,1132
7/9/05,5,1,1,1,1,147,1,1,1,28140,29,165,300.01,2,5,5,8,2,5,46,0,0,2,1,7982,29.7,74600,104.72,2028,2391
7/9/05,5,1,1,3,1,95,3,1,1,49340,25,27,7441.02,2,2,5,5,2,1,55,0,0,2,1,5172,15.93,84000,111.71,1616,1807
7/9/05,7,1,1,1,1,348,3,6,1,12420,48,453,18.46,4,4,7,7,4,4,,3,0,2,4,2289,23.94,81400,123.15,969,1074
7/9/05,7,1,1,1,1,198,2,1,1,12580,24,3,7312.04,2,5,5,8,2,5,55,3,0,2,1,6224,13.34,91100,114.61,1763,2172
7/9/05,7,1,1,1,1,336,2,1,1,12060,13,121,116.22,2,2,5,5,1,2,125,7,0,2,1,10014,58.79,69200,208.32,2823,2892
7/9/05,7,1,1,1,2,420,2,1,1,38900,41,67,319.12,2,2,5,5,1,2,100,7,0,2,1,4761,19.24,74700,107.45,1104,1453
7/9/05,7,2,1,3,1,128,3,1,1,12580,24,5,4209,2,5,5,8,2,5,,2,0,2,1,3419,19.27,91100,58.09,747,1512
7/9/05,5,1,2,1,1,49,2,1,1,,,,,2,2,5,5,2,1,101,0,0,2,1,,,,,,
7/9/05,7,1,1,1,1,175,2,1,1,45300,12,101,309.03,3,3,6,6,3,2,79,3,0,2,1,2441,11.63,59800,86.5,650,1205
7/9/05,9,1,1,3,1,19,3,3,0,41700,48,29,1715.02,1,1,6,6,1,2,42,0,3,2,1,4992,95.13,64300,45.44,1072,1443
7/9/05,5,1,1,3,1,38,3,1,1,31140,18,19,506.05,2,2,5,5,1,2,89,0,0,2,2,5713,18.5,65600,108.02,1877,2161
7/9/05,9,1,1,3,1,123,3,1,1,25860,37,23,212.01,2,5,5,8,2,5,48,3,0,2,1,3821,9.11,52000,82.03,1184,1843
7/9/05,7,3,1,1,1,682,2,1,1,46520,15,3,99.02,2,2,5,5,1,2,179,6,0,2,1,3429,73.26,86600,84.82,529,1161
7/9/05,7,1,1,1,1,212,1,2,0,33460,27,3,511.02,2,5,5,8,1,5,93,0,0,2,1,4505,35.32,89800,64.79,1359,1495
7/9/05,7,2,1,1,1,250,3,6,1,39300,44,3,207.01,4,4,7,7,4,4,,2,0,2,4,1893,8.29,74500,120.35,552,732
7/9/05,7,2,1,1,1,153,3,1,1,39300,44,7,24,2,5,5,8,1,5,33,2,0,2,1,7192,26.21,74500,109.32,1630,2123
7/9/05,7,4,1,1,1,207,3,1,1,15680,24,37,8751,2,5,5,8,1,5,46,9,0,2,1,5319,15.96,99600,102,1379,1663
7/9/05,5,1,1,1,1,142,3,1,1,16740,37,119,53.05,2,5,3,8,1,5,62,0,0,2,1,4849,94.2,67700,50.22,913,1531
7/9/05,7,1,1,1,1,155,3,1,1,38060,4,13,6107,2,5,5,8,2,5,53,7,0,2,1,7970,14.5,66200,135.37,2427,3098
7/9/05,9,2,2,1,1,87,3,3,0,34940,12,21,111.06,1,5,5,8,1,5,65,0,4,2,1,2818,35.95,68300,91.88,1010,1557
7/9/05,7,1,1,3,1,467,3,1,1,41740,6,73,200.27,2,5,2,8,1,5,187,7,0,2,1,15056,31.54,79300,122.85,4080,5148
7/9/05,3,4,1,1,1,227,3,4,,,51,137,1101.03,2,5,5,8,2,5,42,0,0,2,1,10767,17.28,53300,171.66,3501,4453
7/9/05,7,1,1,1,1,424,2,1,1,19124,48,397,405.06,2,5,3,8,1,5,113,6,0,2,1,7168,8.52,73400,219.98,2322,2629
7/9/05,7,1,1,3,1,432,3,4,,32900,6,47,18.01,1,5,5,8,1,5,144,0,0,2,1,4850,56.19,48500,186.23,866,1084
7/9/05,3,3,1,3,1,163,3,5,,24660,37,151,313.05,2,5,5,8,1,5,60,0,0,2,1,3744,5.77,56000,99.79,980,1717
7/9/05,7,1,1,1,1,532,2,4,,41740,6,73,74,3,5,6,8,1,5,81,0,0,2,1,6620,22.89,79300,110.82,1044,2038
7/9/05,7,1,1,1,1,232,3,6,1,46060,4,19,32,4,4,7,7,4,4,,1,0,2,4,6432,39.01,59300,89.05,1221,2396
7/9/05,7,3,1,3,1,160,3,3,0,38060,4,13,1042.02,2,2,5,5,1,2,42,0,0,2,1,4946,18.34,66200,91.51,1322,1861
7/9/05,7,2,1,1,1,211,2,2,0,47894,51,107,6110.05,2,5,5,8,1,5,50,0,0,2,1,5674,30.97,107600,143.32,1446,1546
7/9/05,7,1,1,1,1,816,3,2,0,31084,6,37,1417,2,2,5,5,1,2,240,0,0,2,1,3103,19.85,64300,309.89,1121,1339
7/9/05,7,1,2,1,1,44,3,1,1,21660,41,39,11.01,2,2,5,5,1,2,64,0,0,2,1,5814,11.78,59000,109.78,1881,2381
7/9/05,7,1,1,1,2,158,2,1,1,22020,27,27,206,2,5,5,8,1,5,57,1,0,2,1,4433,12.43,75200,90.52,1117,1287
7/9/05,7,2,1,3,1,174,3,1,1,16974,17,197,8839.04,2,2,5,5,2,1,112,2,0,2,1,4420,4.68,77500,117.12,1330,1589
7/9/05,7,3,1,3,1,130,3,3,0,,40,115,5747,2,5,5,8,1,5,77,0,0,2,1,4700,31.74,52800,112.69,1527,1975
7/9/05,9,2,1,3,1,115,3,6,1,16974,17,93,8903.01,4,4,7,7,4,4,,0,0,2,4,6037,34.27,77500,129.5,1511,1881
7/9/05,7,2,1,3,1,91,3,3,0,33340,55,79,183,2,5,5,8,1,5,54,0,5,2,1,2526,18.61,72400,92.82,583,1076
7/9/05,2,1,1,1,1,314,3,1,1,34980,47,187,512.02,2,5,5,8,1,5,106,6,0,2,1,24746,14.68,67500,138.09,6228,7250
7/9/05,9,1,1,1,2,210,3,6,1,19740,8,5,75,2,5,5,8,1,5,83,3,0,2,4,2678,69.27,83900,63.03,441,797
7/9/05,9,1,1,3,1,150,3,6,1,17420,47,11,112.01,4,4,7,7,4,4,,3,0,2,4,6290,8.43,52200,128.46,1691,2469
7/9/05,7,1,1,3,1,528,3,2,0,38060,4,13,405.2,2,2,5,5,1,2,181,0,0,2,1,4223,15.68,66200,187.58,1093,1621
7/9/05,7,1,1,1,1,669,2,4,,42644,53,61,519.26,2,2,2,2,1,2,178,0,0,2,1,4969,32.32,96000,123.57,1548,1688
7/9/05,9,2,1,1,1,338,3,6,1,36084,6,1,4091,1,1,5,5,1,2,58,6,0,2,4,2217,97.97,97400,41.3,385,695
7/9/05,7,2,1,1,1,198,2,1,1,29460,12,105,120.03,2,5,5,8,1,5,51,2,0,2,1,4814,15.23,52500,111.33,1504,2588
7/9/05,9,3,1,1,1,157,3,6,1,17140,21,15,704.02,2,5,5,8,1,5,90,2,0,2,4,8434,10.18,73600,102.9,2227,2879
7/9/05,7,2,1,1,1,263,3,1,1,12420,48,491,203.01,2,2,5,5,3,1,106,2,0,2,1,7183,21.4,81400,105.26,1948,2295
7/9/05,7,1,1,1,1,233,3,6,1,34980,47,37,189.04,4,4,7,7,4,4,,1,0,2,4,4373,51.41,67500,51.45,546,984
7/9/05,7,2,1,3,1,34,3,3,0,38060,4,13,718.01,2,2,5,5,2,1,29,0,5,2,1,4703,9.53,66200,73.19,1907,3310
7/9/05,9,1,1,1,1,335,2,4,,31020,53,15,8,1,5,5,8,1,5,95,0,0,2,1,6743,8.59,52100,125.13,2371,2744
7/9/05,7,1,2,1,1,41,3,5,,,22,13,9703,3,5,3,8,2,5,31,0,0,2,1,3294,49.67,47200,86.09,1006,1780
7/9/05,7,2,1,3,1,163,3,3,0,,9,5,3601,3,5,6,8,3,5,65,0,4,2,1,5159,11.84,91700,143.91,1560,1888
7/9/05,3,1,1,3,2,240,3,1,1,11260,2,20,28.12,2,2,5,5,2,1,199,6,0,2,1,8077,23.71,89400,146.67,2231,2512
7/9/05,7,1,1,3,1,260,3,1,1,35004,36,59,4153,2,5,5,8,1,5,70,1,0,2,1,6131,12.09,110800,113.66,1694,2005
7/9/05,3,1,1,3,2,145,3,4,,,1,25,9579.02,2,5,5,8,2,5,99,0,0,2,1,4172,49.83,45700,109.84,872,1736
7/9/05,7,1,1,3,1,157,3,1,1,15940,39,151,7115.02,3,3,6,6,2,1,109,3,0,2,1,3250,12.46,60800,119.48,1180,1458
7/9/05,7,1,1,3,1,106,3,1,1,,37,165,101.01,2,5,5,8,1,5,58,3,0,2,1,3694,36.36,48700,114.42,969,1344
7/9/05,9,1,1,3,1,360,3,1,1,41180,29,189,2177.01,2,5,5,8,1,5,102,0,0,2,1,5172,14.48,74300,258.75,1704,1785
7/9/05,7,1,1,1,1,280,3,1,1,40484,33,15,38.02,4,5,7,8,4,5,,7,0,2,1,4514,12.58,93800,141.31,1311,1320
7/9/05,5,1,1,3,1,63,3,4,,49180,37,59,805,1,1,5,5,1,2,62,0,0,2,1,4706,28.84,56800,80.75,1160,1646
7/9/05,5,1,1,1,2,9,3,3,0,,,,,2,5,5,8,1,5,50,0,6,2,1,,,,,,
7/9/05,9,1,1,1,1,122,1,1,1,16700,45,35,102,2,5,3,8,2,5,40,0,0,2,1,4523,55.21,68800,61.96,1340,2219
7/9/05,9,1,1,3,2,76,3,6,1,41180,29,189,2181.02,2,2,5,5,3,3,105,0,0,2,4,3362,17.73,74300,88.8,1083,1294
7/9/05,7,1,1,1,1,328,1,1,1,41180,29,99,7014.04,2,2,5,5,2,1,80,0,0,2,1,6339,3.86,74300,79.48,1787,2245
7/9/05,9,1,1,1,2,256,3,6,1,22020,38,17,404,4,4,7,7,4,4,118,3,0,2,4,4076,6.28,75200,121.92,1315,1429
7/9/05,9,1,1,1,1,259,3,1,1,12060,13,151,705.02,2,5,3,8,1,5,63,3,0,2,1,14046,40.35,69200,107.99,4142,4817
7/9/05,9,1,1,3,1,137,3,6,1,44420,51,15,708,2,2,5,5,1,2,451,1,0,2,4,5963,4.34,64500,115.57,2105,2799
7/9/05,7,3,1,1,1,400,3,1,1,14500,8,13,134.02,2,2,5,5,1,2,84,2,0,2,1,7912,41.61,98200,75.92,1926,2236
7/9/05,7,1,1,3,2,108,3,4,,19140,13,313,5.01,3,5,6,8,1,5,47,0,0,2,1,4218,28.14,51100,122.27,966,1302
7/9/05,7,1,1,1,1,314,3,1,1,36260,49,11,1258.05,2,3,5,6,2,3,109,6,0,2,1,6588,21.27,75000,101.87,1315,1603
7/9/05,9,1,1,1,1,283,3,6,1,33340,55,131,4001.04,2,2,5,5,1,2,126,1,0,2,4,6087,7.44,72400,112.23,2016,2221
7/9/05,1,1,1,1,1,675,3,1,1,15764,25,17,3343,2,2,5,5,1,2,309,6,0,2,1,7491,5.95,104800,147.45,2282,2487
7/9/05,7,1,1,1,2,120,2,5,,41700,48,29,1912.02,1,1,5,5,1,1,255,0,0,2,1,5036,63.82,64300,93.02,1071,1816
7/9/05,7,2,1,3,1,179,3,3,0,11460,26,161,4076,2,5,3,8,1,5,131,0,0,2,1,3060,47.48,88300,113.68,923,1173
7/9/05,7,1,1,3,2,114,3,6,1,35380,22,51,278.12,4,4,7,7,4,4,,1,0,2,4,4272,91.03,63300,64.29,823,1349
7/9/05,9,1,1,3,2,103,3,2,0,24300,8,77,19,2,2,5,5,1,2,50,0,0,2,1,5212,8.23,66300,112.31,2002,2467
7/9/05,9,1,1,1,2,128,3,1,1,35614,36,71,128,1,1,5,5,2,1,101,3,0,2,1,4686,43.56,73700,115.12,1296,1816
7/9/05,7,1,2,1,1,53,3,1,1,25060,28,45,306.01,2,5,5,8,1,5,29,0,0,2,1,7625,8.12,53200,86.63,2322,3439
7/9/05,9,2,2,1,1,33,3,3,0,39740,42,11,129,2,2,5,5,1,2,45,0,9,2,1,7438,2.57,68900,121.76,2433,3097
7/9/05,7,3,1,1,1,266,2,4,,29820,32,3,17.12,2,2,3,3,1,2,102,0,0,2,1,3996,50.35,61900,95.63,916,1545
7/9/05,7,1,1,3,1,215,3,5,,35084,34,35,532,1,1,5,5,2,1,89,0,0,2,1,6487,74.07,99800,88.93,1391,2126
7/9/05,7,3,1,1,1,400,3,1,1,38900,41,67,308.01,3,3,6,6,1,2,94,2,0,2,1,6932,31.45,74700,78.74,1426,1918
7/9/05,9,1,1,1,1,31,1,7,0,,,,,2,5,3,8,1,5,84,0,9,2,1,,,,,,
7/9/05,9,2,1,1,1,334,3,6,1,12580,24,27,6011.03,2,5,5,8,1,5,101,2,0,2,4,6314,47.77,91100,145.23,1889,1742
7/9/05,2,1,1,1,1,329,2,1,1,47894,24,33,8006.01,2,5,3,8,2,5,70,1,0,2,1,2005,87.58,107600,84.47,564,695
7/9/05,7,1,1,1,1,211,3,1,1,37860,12,113,107.02,2,2,5,5,2,1,68,7,0,2,1,6940,13.14,62000,94.55,2106,3107
7/9/05,7,1,1,3,1,424,3,4,,,37,55,9705.02,2,2,5,5,1,2,102,0,0,2,1,4388,14.95,48700,119.43,1436,5891
7/9/05,5,1,1,1,1,38,2,1,1,41700,48,29,1408,1,5,5,8,2,5,49,0,0,2,1,5632,91.83,64300,68.83,1049,1848
7/9/05,7,2,1,3,1,203,3,4,,24300,8,77,13.02,2,2,5,5,1,2,90,0,0,2,1,4508,11.87,66300,106.22,1585,2001
7/9/05,7,3,1,3,1,214,3,4,,49020,51,69,509,3,5,5,8,1,5,,0,0,2,1,4308,25.91,68100,108.66,1213,1627
7/9/05,7,1,2,1,1,26,3,3,0,13220,54,81,8.04,2,5,5,8,2,5,17,0,0,2,1,5893,4.46,50800,114.1,1900,2546
7/9/05,9,1,1,1,1,107,3,1,1,,26,3,1,2,2,5,5,1,1,68,3,0,2,1,3934,9.86,55800,88.96,1214,2284
7/9/05,9,1,1,3,1,120,3,1,1,12580,24,510,2502.05,2,5,5,8,1,5,64,3,0,2,1,4522,70.54,91100,52.8,614,1610
7/9/05,7,2,1,3,1,117,3,3,0,16700,45,19,53,2,5,5,8,2,5,38,0,0,2,1,3784,77.09,68800,30.92,342,949
7/9/05,9,3,1,1,1,372,3,1,1,18700,41,3,1,2,2,5,5,1,2,214,2,0,2,1,8034,20.08,87400,70.1,1450,2525
7/9/05,5,1,1,3,1,13,3,1,1,29100,55,63,102.03,2,2,5,5,1,2,96,0,0,2,1,1924,5.35,72000,101.23,669,732
7/9/05,7,1,1,1,1,352,3,1,1,28940,47,93,58.1,2,2,5,5,1,2,213,6,0,2,1,3760,11.73,61600,271.5,1171,1273
7/9/05,7,1,1,1,2,120,3,1,1,39300,44,7,1.01,2,5,2,8,2,5,76,7,0,2,1,5102,68.86,74500,55.4,548,1296
7/9/05,3,1,1,3,2,95,3,1,1,,23,7,9710,2,5,5,8,1,5,87,0,0,2,1,4246,4.52,55900,91.62,1370,2518
7/9/05,7,1,2,1,1,37,3,3,0,,1,87,2315,2,5,3,8,2,5,54,0,0,2,1,2966,46.43,45700,95.4,1067,1563
7/9/05,9,3,1,3,1,451,3,1,1,47894,24,33,8004.01,2,5,3,8,1,5,111,0,0,2,1,2445,41.76,107600,123.54,800,872
7/9/05,2,1,1,1,1,759,3,1,1,13460,41,17,14,2,2,5,5,1,2,225,0,0,2,1,5801,9.17,64000,160.35,1577,2792
7/9/05,7,3,1,1,1,231,3,6,1,49620,42,133,207.2,4,4,7,7,4,4,,2,0,2,4,9175,10.72,70800,97.23,2859,3564
7/9/05,7,2,2,3,1,50,3,3,0,12540,6,29,65,3,5,5,8,2,5,,0,4,2,1,3667,49.2,53000,65.32,635,1455
7/9/05,9,1,1,3,1,228,3,1,1,,55,125,9400,2,5,5,8,1,5,231,1,0,2,1,3452,57.56,62600,69.44,1187,3843
7/9/05,9,3,1,1,1,542,3,6,1,47894,51,59,4922.01,4,4,7,7,4,4,,2,0,2,4,2882,26.2,107600,190.93,915,963
7/9/05,7,1,1,3,1,105,3,1,1,,16,87,9703,2,5,5,8,2,5,33,3,0,2,1,4514,24.94,55200,80.5,1268,1904
7/9/05,7,2,1,1,1,236,1,1,1,35300,9,9,1301.01,2,5,5,8,1,5,63,7,0,2,1,4789,12.36,84100,116.01,1229,1694
7/9/05,9,4,1,1,1,92,3,6,1,12540,6,29,52.04,4,4,7,7,4,4,,2,0,2,4,5625,22.28,53000,46.8,1879,3881
7/9/05,9,1,1,3,1,234,3,1,1,48424,12,99,77.13,3,5,6,8,3,5,140,1,0,2,1,15525,32.71,67900,221.36,3995,5080
7/9/05,5,1,1,1,1,130,3,1,1,36780,55,139,21,2,5,5,8,1,5,56,0,0,2,1,3772,5.22,67700,105.24,1380,1745
7/9/05,7,1,1,1,1,320,1,7,0,,,,,2,5,2,8,2,5,110,0,7,2,1,,,,,,
7/9/05,7,2,1,1,1,250,3,1,1,40140,6,65,424.09,1,5,5,8,1,5,50,2,0,2,1,3094,78.54,63200,92.99,553,960
7/9/05,7,1,1,3,1,390,3,6,1,11244,6,59,1100.12,4,4,7,7,4,4,159,1,0,2,4,5113,30.78,88000,130.95,1541,1751
7/9/05,7,4,1,1,1,126,3,1,1,,51,171,405,3,5,6,8,1,5,40,9,0,2,1,8742,14.24,53300,94.61,2223,3070
7/9/05,9,1,1,1,1,470,3,6,1,40900,6,67,85.01,2,2,5,5,1,2,130,3,0,2,4,6413,34.55,75200,170.68,1962,2308
7/9/05,7,2,1,1,1,87,2,3,0,12260,13,33,9504,2,5,6,8,1,5,10,0,0,2,1,5128,79.93,62000,53.92,874,1924
7/9/05,7,1,1,3,1,336,3,3,0,35004,36,59,4164.01,2,5,1,8,1,5,150,0,7,2,1,3925,8.46,110800,101.03,971,1803
7/9/05,7,2,1,3,1,41,3,6,1,10420,39,153,5028,2,5,5,8,1,5,12,2,0,2,4,4726,12.89,65700,79.95,1150,1904
7/9/05,7,1,1,3,1,127,3,6,1,19124,48,113,173.04,4,4,7,7,4,4,,3,0,2,4,10660,68.68,73400,124.87,2368,2863
7/9/05,9,2,1,1,1,240,3,6,1,41180,29,189,2132.03,4,4,7,7,4,4,,2,0,2,4,4612,17.09,74300,119.97,1707,1859
7/9/05,9,2,1,1,1,334,3,6,1,44700,6,77,47.03,1,2,5,5,1,2,75,2,0,2,4,3349,29.47,61100,142.21,954,1343
7/9/05,3,2,1,1,1,193,2,1,1,37860,12,113,108.15,2,5,5,8,1,5,89,6,0,2,1,8670,12.12,62000,109.49,2358,3335
7/9/05,7,1,1,1,1,209,2,1,1,,51,171,406,2,2,5,5,1,2,61,3,0,2,1,3820,7.09,53300,129.92,1062,1647
7/9/05,3,1,1,1,1,198,1,2,0,25540,9,13,8502,2,2,5,5,1,2,65,0,0,2,1,7120,4.45,90200,95.13,2337,2743
7/9/05,9,1,1,3,1,86,3,1,1,12060,13,77,1705.02,2,2,5,5,1,2,62,1,0,2,1,6006,13.12,69200,119.91,1870,2241
7/9/05,7,1,1,3,1,171,3,1,1,36540,31,153,107.02,2,2,5,5,2,1,195,1,0,2,1,3500,5.31,75000,110.1,1203,1353
7/9/05,9,1,1,3,1,94,3,4,,16860,47,65,105.01,2,5,5,8,1,5,73,0,0,2,1,6324,16.19,59500,105.29,1838,2710
7/9/05,7,2,1,1,1,137,3,6,1,,55,103,9705,4,4,7,7,4,4,,2,0,2,4,4212,7.48,62600,88.81,1383,2065
7/9/05,9,1,1,1,1,300,3,6,1,39580,37,183,525.04,4,4,7,7,4,4,106,3,0,2,4,5535,26.85,80200,115.49,1377,1750
7/9/05,7,2,1,3,1,192,3,1,1,12580,24,3,7305.04,2,5,3,8,2,5,,2,0,2,1,7517,51.99,91100,92.94,1995,2798
7/9/05,3,1,1,1,1,150,3,5,,19660,12,35,602.07,3,3,6,6,3,3,83,0,0,2,1,5444,21.88,54800,91.44,1581,2485
7/9/05,7,1,1,3,1,80,3,1,1,29620,26,65,37,3,5,6,8,3,5,94,1,0,2,1,5417,52.54,68300,65.94,1150,1962
7/9/05,7,2,1,3,1,485,3,3,0,31084,6,37,6205.01,2,5,5,8,2,5,75,0,1,2,1,6286,44.65,64300,208.82,1284,1789
7/9/05,9,1,1,1,1,200,3,6,1,11460,26,161,4033,2,5,5,8,2,5,85,3,0,2,4,4148,24.76,88300,96.08,1176,1424
7/9/05,9,1,1,3,1,121,3,6,1,20994,17,89,8528.03,4,4,7,7,4,4,15,1,0,2,4,4539,16.7,84400,130.93,1173,1546
7/9/05,5,3,1,1,1,75,1,1,1,,19,65,804,2,5,5,8,2,5,36,9,0,2,1,2939,8.51,63900,77.3,810,1361
7/9/05,7,1,1,3,1,260,3,3,0,47894,24,33,8006.04,1,5,5,8,1,5,70,0,9,2,1,1652,95.34,107600,82.54,612,652
7/9/05,7,1,1,3,1,115,3,1,1,17140,39,17,135,3,5,6,8,1,5,68,1,0,2,1,3013,24.86,73600,66.4,574,1268
7/9/05,7,1,1,3,1,220,3,4,,19740,8,59,98.4,2,5,5,8,1,5,42,0,0,2,1,3996,6.86,83900,105.51,1127,1344
7/9/05,9,1,1,1,2,130,3,1,1,33460,27,139,803.02,2,5,2,8,2,5,84,1,0,2,1,15090,32.65,89800,126.73,4008,4779
7/9/05,7,1,1,1,1,200,3,6,1,22420,26,49,102.01,4,4,7,7,4,4,,3,0,2,4,1658,3.02,53700,160.06,626,666
7/9/05,7,1,1,1,1,174,3,1,1,33460,27,37,604.02,2,5,5,8,2,5,40,1,0,2,1,3437,20.98,89800,75.33,1147,1290
7/9/05,7,1,1,3,2,223,3,5,,34820,45,51,502,2,5,5,8,1,5,80,0,0,2,1,1618,4.26,53700,130.63,662,1296
7/9/05,9,2,1,1,1,103,3,6,1,12060,13,255,1604,4,4,7,7,4,4,,2,0,2,4,5493,67.61,69200,40.34,537,2275
7/9/05,5,2,1,1,3,114,2,1,1,48060,36,45,624,2,2,5,5,2,1,58,9,0,2,1,4846,17.48,62400,128.85,1291,1667
7/9/05,9,1,1,1,1,250,3,1,1,39580,37,183,534.13,2,5,5,8,1,5,46,3,0,2,1,5771,21.83,80200,144.05,1562,1876
7/9/05,7,1,1,3,2,422,3,4,,27260,12,31,167.22,2,5,2,8,1,5,56,0,0,2,1,7343,27.54,64300,96.33,1730,2061
7/9/05,9,2,1,3,1,362,3,3,0,35004,36,103,1354.02,2,5,5,8,2,5,118,0,9,2,1,7030,12.45,110800,126.56,2083,2197
7/9/05,9,4,1,3,1,202,3,1,1,29180,22,55,14.02,2,5,5,8,1,5,70,2,0,2,1,7810,9.85,61600,177.46,2359,2879
7/9/05,9,1,1,1,1,63,2,3,0,18140,39,49,102,3,3,6,6,3,3,63,0,4,2,1,17335,42.76,73900,78.05,2897,4729
7/9/05,7,1,2,1,1,138,3,3,0,26420,48,291,7010,1,5,6,8,1,5,54,0,0,2,1,6675,59.24,72500,89.76,1715,2115
7/9/05,7,1,1,1,1,124,3,1,1,46340,48,423,14.03,1,5,1,8,1,5,50,6,0,2,1,7514,13.14,58000,105.57,1803,2776
7/9/05,9,2,1,1,1,127,3,6,1,12060,13,97,806.04,1,5,5,8,1,5,34,2,0,2,4,9728,63.36,69200,84.19,2367,3174
